2019.07.12,46350,46400,45950,969420,46000,200
2019.07.11,46350,46550,46150,10989751,46200,650
2019.07.10,45550,46150,45500,9253930,45550,450
2019.07.09,44850,45450,44700,7646421,45100,700
2019.07.08,44750,44800,44350,7823843,44400,1250
2019.07.05,45950,45950,45250,7235395,45650,350
2019.07.04,45250,46200,45250,6365573,46000,600
2019.07.03,45750,46350,45200,9669368,45400,850
2019.07.02,46200,46900,45850,8463073,46250,350
2019.06.28,47000,47000,46700,12949231,47000,500
2019.06.27,46000,46600,45750,12603534,46500,800
2019.06.26,45800,46000,45600,9226097,45700,100
2019.06.25,45200,45800,45200,7076774,45600,100
2019.06.24,45200,45800,45200,6085066,45500,200
2019.06.21,45750,45800,45200,9454913,45700,200
2019.06.20,44850,45500,44850,7147785,45500,150
2019.06.19,45450,45450,45000,10417690,45350,1000
2019.06.18,43750,44500,43650,7994928,44350,450
2019.06.14,43750,44150,43300,9322873,44000,250
2019.06.13,44200,44400,43400,16906541,43750,850
2019.06.12,44800,45050,44300,8607439,44600,250
2019.06.11,44800,45000,44550,6664872,44850,50
2019.06.10,44300,44850,44050,8792182,44800,600
2019.06.07,43600,44350,43450,11683682,44200,300
2019.06.05,44050,44200,43700,12464135,43900,450
2019.06.04,43400,43700,43000,9913497,43450,350
2019.06.03,42950,43900,42500,15466580,43800,1300
2019.05.30,42200,42700,42150,11766018,42550,750
2019.05.29,41850,42100,41300,14930618,41800,750
2019.05.28,42550,42950,42150,24506881,42550,100
2019.05.27,42500,43000,42350,8066669,42650,50
2019.05.24,43800,43800,42400,13966305,42700,1150
2019.05.23,43900,44000,43250,12259006,43850,350
2019.05.22,43700,43800,42400,11033339,43500,350
2019.05.21,42600,43950,42350,18812133,43150,1150
2019.05.20,41650,42100,41550,15752397,42000,800
2019.05.16,42350,42400,41350,13687828,41550,1000
2019.05.15,42700,43050,42550,7670185,42550,100
2019.05.14,41300,43100,41300,11563730,42650,0
2019.05.13,42500,43200,42350,7635079,42650,250
2019.05.10,42600,43450,42450,14579512,42900,450
2019.05.09,43900,44250,42450,23029718,42450,1800
2019.05.08,44300,44850,44200,10398754,44250,600
2019.05.07,45250,45300,44400,12014907,44850,450
2019.05.03,45900,46050,45300,6562916,45300,600
2019.04.30,46000,46300,45350,11121273,45850,300
2019.04.29,45150,46150,45100,8777517,46150,1300
2019.04.26,44200,45000,43800,9739982,44850,200
2019.04.25,44250,45000,44100,10868965,44650,100
2019.04.24,45400,45650,44150,13299267,44750,450
2019.04.23,45050,45500,45000,6920566,45200,150
2019.04.22,45400,45900,45100,6006957,45350,50
2019.04.19,45750,46000,45250,8479710,45300,300
2019.04.18,47200,47250,45500,12808747,45600,1450
2019.04.16,47400,47400,46800,7730881,47250,200
2019.04.15,47150,47500,47000,8733019,47050,200
2019.04.12,46050,46900,46000,7668936,46850,600
2019.04.11,46700,46800,46150,13697399,46250,450
2019.04.10,46400,46700,46050,11883995,46700,50
2019.04.09,46700,46950,46200,6878761,46650,0
2019.04.08,47250,47250,46150,8507909,46650,200
2019.04.05,46950,47550,46600,8546339,46850,100
2019.04.04,46150,47100,46150,12650168,46950,350
2019.04.02,45550,46100,45350,9480688,45750,700
2019.04.01,45200,45450,44850,7362129,45050,400
2019.03.29,44500,44900,44200,11491713,44650,200
2019.03.28,44950,45200,44300,6821306,44850,500
2019.03.27,44750,45600,44250,9568081,45350,100
2019.03.26,45500,45700,44900,9729811,45250,250
2019.03.25,45300,45650,44800,8699728,45500,1050
2019.03.22,46850,47000,46250,12535911,46550,700
2019.03.21,44600,46250,44050,21138016,45850,1800
2019.03.19,43750,43900,43550,7609563,43900,200
2019.03.18,43950,44150,43450,8188876,43700,500
2019.03.15,43800,44250,43700,16814163,44200,350
2019.03.14,43700,44300,43550,18039161,43850,0
2019.03.13,44250,44450,43700,8108343,43850,800
2019.03.12,44300,44950,44150,11431977,44650,1000
2019.03.11,44400,44450,43650,10717408,43650,150
2019.03.08,44450,44800,43800,7729069,43800,650
2019.03.07,43400,44950,43400,11049749,44450,450
2019.03.05,44600,45100,44150,10612405,44250,600
2019.03.04,46000,46100,44800,12926539,44850,250
2019.02.28,46400,46500,45100,23569321,45100,1650
2019.02.27,47000,47250,46750,8045211,46750,0
2019.02.26,47350,47450,46500,7985547,46750,600
2019.02.25,47400,47550,47050,7484716,47350,200
2019.02.22,46500,47150,46450,6895772,47150,200
2019.02.21,46500,47200,46200,8694009,46950,50
2019.02.20,46750,47100,46500,11506720,46900,950
2019.02.18,46500,46850,45850,8183728,46200,150
2019.02.15,46750,46850,45650,10554643,46050,1450
2019.02.14,46600,47500,46150,17259341,47500,1300
